timestamp,temperature,humidity,lumiere,co2,sol
2025-04-01 02:55:00,20.6,93.5,0.0,800.0,50.0
2025-04-01 03:00:00,20.5,93.1,0.0,800.0,50.0
2025-04-01 03:05:00,19.6,91.3,0.0,800.0,50.0
2025-04-01 03:10:00,20.8,88.6,0.0,800.0,50.0
2025-04-01 03:15:00,20.9,84.9,0.0,800.0,50.0
2025-04-01 03:20:00,20.8,89.2,0.0,800.0,50.0
2025-04-01 03:25:00,21.6,87.0,0.0,800.0,50.0
2025-04-01 03:30:00,20.8,86.7,0.0,800.0,50.0
2025-04-01 03:35:00,21.6,87.9,0.0,800.0,50.0
2025-04-01 03:40:00,21.1,87.9,0.0,800.0,50.0
2025-04-01 03:45:00,21.5,88.4,0.0,800.0,50.0
2025-04-01 03:50:00,21.3,85.4,0.0,800.0,50.0
2025-04-01 03:55:00,21.5,82.7,0.0,800.0,50.0
2025-04-01 04:00:00,21.9,85.7,0.0,800.0,50.0
2025-04-01 04:05:00,21.9,84.3,0.0,800.0,50.0
2025-04-01 04:10:00,21.4,83.5,0.0,800.0,50.0
2025-04-01 04:15:00,21.9,82.3,0.0,800.0,50.0
2025-04-01 04:20:00,22.1,84.3,0.0,800.0,50.0
2025-04-01 04:25:00,23.0,83.4,0.0,800.0,50.0
2025-04-01 04:30:00,22.5,82.5,0.0,800.0,50.0
2025-04-01 04:35:00,21.7,82.1,0.0,800.0,50.0
2025-04-01 04:40:00,22.6,86.7,0.0,800.0,50.0
2025-04-01 04:45:00,22.6,81.9,0.0,800.0,50.0
2025-04-01 04:50:00,22.8,78.5,0.0,800.0,50.0
2025-04-01 04:55:00,23.4,81.9,0.0,800.0,50.0
2025-04-01 05:00:00,23.4,78.2,0.0,800.0,50.0
2025-04-01 05:05:00,23.7,76.8,0.0,800.0,50.0
2025-04-01 05:10:00,23.5,83.5,0.0,800.0,50.0
2025-04-01 05:15:00,23.0,77.6,0.0,800.0,50.0
2025-04-01 05:20:00,23.5,77.2,0.0,800.0,50.0
2025-04-01 05:25:00,23.0,78.0,0.0,800.0,50.0
2025-04-01 05:30:00,23.3,78.3,0.0,800.0,50.0
2025-04-01 05:35:00,23.4,80.1,0.0,800.0,50.0
2025-04-01 05:40:00,23.6,75.9,0.0,800.0,50.0
2025-04-01 05:45:00,24.4,73.6,0.0,800.0,50.0
2025-04-01 05:50:00,24.2,78.3,0.0,800.0,50.0
2025-04-01 05:55:00,23.6,75.6,0.0,800.0,50.0
2025-04-01 06:00:00,24.4,76.4,171.0,800.0,50.0
2025-04-01 06:05:00,24.1,76.3,44.3,800.0,50.0
2025-04-01 06:10:00,24.6,77.1,25.9,800.0,50.0
2025-04-01 06:15:00,24.2,77.7,192.5,800.0,50.0
2025-04-01 06:20:00,24.4,77.5,191.6,800.0,50.0
2025-04-01 06:25:00,25.4,77.0,201.8,800.0,50.0
2025-04-01 06:30:00,24.9,74.8,208.7,800.0,50.0
2025-04-01 06:35:00,25.0,79.0,211.7,800.0,50.0
2025-04-01 06:40:00,25.1,82.1,66.4,800.0,50.0
2025-04-01 06:45:00,25.5,76.4,114.6,800.0,50.0
2025-04-01 06:50:00,25.5,76.7,222.4,800.0,50.0
2025-04-01 06:55:00,25.8,79.0,233.0,800.0,50.0
2025-04-01 07:00:00,25.6,84.4,256.7,800.0,50.0
2025-04-01 07:05:00,26.3,87.3,244.5,800.0,50.0
2025-04-01 07:10:00,25.8,84.5,279.3,800.0,50.0
2025-04-01 07:15:00,26.3,84.7,296.7,800.0,50.0
2025-04-01 07:20:00,26.1,87.4,286.3,800.0,50.0
2025-04-01 07:25:00,26.4,89.0,296.2,800.0,50.0
2025-04-01 07:30:00,26.5,87.1,289.1,800.0,50.0
2025-04-01 07:35:00,25.6,85.8,77.9,800.0,50.0
2025-04-01 07:40:00,25.5,85.7,320.5,800.0,50.0
2025-04-01 07:45:00,26.8,84.7,322.3,800.0,50.0
2025-04-01 07:50:00,26.6,81.5,78.0,800.0,50.0
2025-04-01 07:55:00,27.2,86.1,373.0,800.0,50.0
2025-04-01 08:00:00,25.8,83.2,365.3,800.0,50.0
2025-04-01 08:05:00,26.1,80.6,87.2,800.0,50.0
2025-04-01 08:10:00,27.0,78.2,376.1,800.0,50.0
2025-04-01 08:15:00,27.4,84.9,422.2,800.0,50.0
2025-04-01 08:20:00,26.9,77.3,425.1,800.0,50.0
2025-04-01 08:25:00,27.7,77.1,429.5,800.0,50.0
2025-04-01 08:30:00,27.0,77.9,466.9,800.0,50.0
2025-04-01 08:35:00,27.1,76.4,456.4,800.0,50.0
2025-04-01 08:40:00,27.8,81.0,451.9,800.0,50.0
2025-04-01 08:45:00,28.1,75.8,151.1,800.0,50.0
2025-04-01 08:50:00,28.1,75.8,481.8,800.0,50.0
2025-04-01 08:55:00,29.0,75.0,504.3,800.0,50.0
2025-04-01 09:00:00,28.4,61.4,108.5,800.0,50.0
2025-04-01 09:05:00,28.8,62.5,517.4,800.0,50.0
2025-04-01 09:10:00,28.7,62.0,527.6,800.0,50.0
2025-04-01 09:15:00,28.5,61.5,561.5,800.0,50.0
2025-04-01 09:20:00,28.1,56.7,572.7,800.0,50.0
2025-04-01 09:25:00,28.8,57.9,593.1,800.0,50.0
2025-04-01 09:30:00,28.9,58.0,608.3,800.0,50.0
2025-04-01 09:35:00,29.1,58.1,596.0,800.0,50.0
2025-04-01 09:40:00,29.1,54.8,614.0,800.0,50.0
2025-04-01 09:45:00,29.6,53.8,655.6,800.0,50.0
2025-04-01 09:50:00,29.9,52.4,645.2,800.0,50.0
2025-04-01 09:55:00,29.8,54.2,193.6,800.0,50.0
2025-04-01 10:00:00,30.0,60.4,667.8,800.0,50.0
2025-04-01 10:05:00,30.3,59.7,672.8,800.0,50.0
2025-04-01 10:10:00,29.6,60.9,315.0,800.0,50.0
2025-04-01 10:15:00,29.3,58.9,688.1,800.0,50.0
2025-04-01 10:20:00,29.2,63.4,701.5,800.0,50.0
2025-04-01 10:25:00,29.7,60.2,100.7,800.0,50.0
2025-04-01 10:30:00,30.3,58.5,729.4,800.0,50.0
2025-04-01 10:35:00,30.2,57.2,719.0,800.0,50.0
2025-04-01 10:40:00,30.4,60.1,238.6,800.0,50.0
2025-04-01 10:45:00,30.5,62.9,764.5,800.0,50.0
2025-04-01 10:50:00,30.9,63.7,791.7,800.0,50.0
2025-04-01 10:55:00,30.1,58.3,758.3,800.0,50.0
2025-04-01 11:00:00,30.9,56.4,351.1,800.0,50.0
2025-04-01 11:05:00,30.7,61.1,378.2,800.0,50.0
2025-04-01 11:10:00,30.9,63.0,808.2,800.0,50.0
2025-04-01 11:15:00,30.4,56.6,817.8,800.0,50.0
2025-04-01 11:20:00,30.7,60.6,780.1,800.0,50.0
2025-04-01 11:25:00,30.4,60.1,810.9,800.0,50.0
2025-04-01 11:30:00,30.6,57.0,372.5,800.0,50.0
2025-04-01 11:35:00,30.9,62.4,844.5,800.0,50.0
2025-04-01 11:40:00,30.8,58.8,828.0,800.0,50.0
2025-04-01 11:45:00,31.3,60.7,848.0,800.0,50.0
2025-04-01 11:50:00,30.6,62.4,102.8,800.0,50.0
2025-04-01 11:55:00,31.3,58.6,99.0,800.0,50.0
2025-04-01 12:00:00,31.2,57.2,854.7,800.0,50.0
2025-04-01 12:05:00,30.7,61.2,811.4,800.0,50.0
2025-04-01 12:10:00,31.4,58.2,845.9,800.0,50.0
2025-04-01 12:15:00,31.0,60.5,822.9,800.0,50.0
2025-04-01 12:20:00,29.9,61.0,847.2,800.0,50.0
2025-04-01 12:25:00,30.6,59.2,857.1,800.0,50.0
2025-04-01 12:30:00,30.6,63.4,843.3,800.0,50.0
2025-04-01 12:35:00,30.4,60.1,117.6,800.0,50.0
2025-04-01 12:40:00,30.0,61.5,878.5,800.0,50.0
2025-04-01 12:45:00,30.5,60.7,851.0,800.0,50.0
2025-04-01 12:50:00,30.8,61.0,838.2,800.0,50.0
2025-04-01 12:55:00,30.2,61.9,809.5,800.0,50.0
2025-04-01 13:00:00,30.1,58.3,850.0,800.0,50.0
2025-04-01 13:05:00,30.4,69.1,250.6,800.0,50.0
2025-04-01 13:10:00,29.6,63.5,831.9,800.0,50.0
2025-04-01 13:15:00,30.2,61.2,820.9,800.0,50.0
2025-04-01 13:20:00,30.8,65.4,813.1,800.0,50.0
2025-04-01 13:25:00,30.1,68.6,836.6,800.0,50.0
2025-04-01 13:30:00,29.6,63.8,836.9,800.0,50.0
2025-04-01 13:35:00,29.4,60.6,824.4,800.0,50.0
2025-04-01 13:40:00,29.3,65.8,119.8,800.0,50.0
2025-04-01 13:45:00,29.5,63.8,352.9,800.0,50.0
2025-04-01 13:50:00,29.7,63.6,796.4,800.0,50.0
2025-04-01 13:55:00,29.5,66.0,787.3,800.0,50.0
2025-04-01 14:00:00,29.6,63.9,806.1,800.0,50.0
2025-04-01 14:05:00,30.0,68.0,164.7,800.0,50.0
2025-04-01 14:10:00,29.3,61.0,762.8,800.0,50.0
2025-04-01 14:15:00,28.8,68.1,194.5,800.0,50.0
2025-04-01 14:20:00,28.7,67.2,732.0,800.0,50.0
2025-04-01 14:25:00,29.2,69.7,743.2,800.0,50.0
2025-04-01 14:30:00,27.8,66.2,724.5,800.0,50.0
2025-04-01 14:35:00,28.7,69.1,735.7,800.0,50.0
2025-04-01 14:40:00,28.7,67.7,697.0,800.0,50.0
2025-04-01 14:45:00,28.3,70.0,706.8,800.0,50.0
2025-04-01 14:50:00,28.6,68.6,676.9,800.0,50.0
2025-04-01 14:55:00,28.6,68.3,636.3,800.0,50.0
2025-04-01 15:00:00,28.0,73.4,655.0,800.0,50.0
2025-04-01 15:05:00,28.2,72.2,648.8,800.0,50.0
2025-04-01 15:10:00,27.1,73.1,275.0,800.0,50.0
2025-04-01 15:15:00,28.5,71.5,144.0,800.0,50.0
2025-04-01 15:20:00,27.7,69.8,208.1,800.0,50.0
2025-04-01 15:25:00,27.4,74.0,255.8,800.0,50.0
2025-04-01 15:30:00,27.0,70.4,582.3,800.0,50.0
2025-04-01 15:35:00,26.7,74.7,591.2,800.0,50.0
2025-04-01 15:40:00,26.9,76.9,548.6,800.0,50.0
2025-04-01 15:45:00,26.4,73.9,564.8,800.0,50.0
2025-04-01 15:50:00,26.7,73.9,217.3,800.0,50.0
2025-04-01 15:55:00,26.3,74.6,538.7,800.0,50.0
2025-04-01 16:00:00,26.2,83.7,150.3,800.0,50.0
2025-04-01 16:05:00,26.7,83.6,504.8,800.0,50.0
2025-04-01 16:10:00,25.4,83.4,529.1,800.0,50.0
2025-04-01 16:15:00,25.8,82.9,476.8,800.0,50.0
2025-04-01 16:20:00,25.0,81.2,463.1,800.0,50.0
2025-04-01 16:25:00,25.5,87.5,442.2,800.0,50.0
2025-04-01 16:30:00,25.0,82.4,35.0,800.0,50.0
2025-04-01 16:35:00,24.9,85.4,440.8,800.0,50.0
2025-04-01 16:40:00,24.3,87.3,414.4,800.0,50.0
2025-04-01 16:45:00,24.1,91.8,163.5,800.0,50.0
2025-04-01 16:50:00,24.4,86.8,433.5,800.0,50.0
2025-04-01 16:55:00,23.7,90.3,343.5,800.0,50.0
2025-04-01 17:00:00,24.5,83.9,43.1,800.0,50.0
2025-04-01 17:05:00,23.5,86.2,84.9,800.0,50.0
2025-04-01 17:10:00,24.0,91.4,76.8,800.0,50.0
2025-04-01 17:15:00,23.0,88.3,345.8,800.0,50.0
2025-04-01 17:20:00,23.1,89.3,338.2,800.0,50.0
2025-04-01 17:25:00,23.2,89.5,334.3,800.0,50.0
2025-04-01 17:30:00,22.6,88.7,311.3,800.0,50.0
2025-04-01 17:35:00,22.2,92.9,293.3,800.0,50.0
2025-04-01 17:40:00,22.0,89.8,262.6,800.0,50.0
2025-04-01 17:45:00,22.6,89.3,302.3,800.0,50.0
2025-04-01 17:50:00,21.4,91.2,258.0,800.0,50.0
2025-04-01 17:55:00,22.1,92.7,273.2,800.0,50.0
2025-04-01 18:00:00,21.6,87.9,83.6,800.0,50.0
2025-04-01 18:05:00,21.8,84.4,231.9,800.0,50.0
2025-04-01 18:10:00,21.4,86.7,50.8,800.0,50.0
2025-04-01 18:15:00,20.8,87.2,194.9,800.0,50.0
2025-04-01 18:20:00,20.8,87.9,57.1,800.0,50.0
2025-04-01 18:25:00,21.5,85.2,211.3,800.0,50.0
2025-04-01 18:30:00,19.9,85.1,190.3,800.0,50.0
2025-04-01 18:35:00,20.6,85.2,196.4,800.0,50.0
2025-04-01 18:40:00,19.9,85.7,188.6,800.0,50.0
2025-04-01 18:45:00,19.4,93.0,168.0,800.0,50.0
2025-04-01 18:50:00,19.6,90.6,25.2,800.0,50.0
2025-04-01 18:55:00,19.8,94.7,156.9,800.0,50.0
2025-04-01 19:00:00,20.4,90.5,88.9,800.0,50.0
2025-04-01 19:05:00,20.4,87.3,138.9,800.0,50.0
2025-04-01 19:10:00,20.6,92.7,112.1,800.0,50.0
2025-04-01 19:15:00,20.7,88.5,129.0,800.0,50.0
2025-04-01 19:20:00,20.3,92.7,145.7,800.0,50.0
2025-04-01 19:25:00,20.5,90.9,130.1,800.0,50.0
2025-04-01 19:30:00,20.2,92.6,21.4,800.0,50.0
2025-04-01 19:35:00,20.3,92.4,119.9,800.0,50.0
2025-04-01 19:40:00,19.6,94.6,105.9,800.0,50.0
2025-04-01 19:45:00,19.6,92.3,33.0,800.0,50.0
2025-04-01 19:50:00,20.2,91.7,43.1,800.0,50.0
2025-04-01 19:55:00,19.7,95.0,67.7,800.0,50.0
2025-04-01 20:00:00,19.0,95.0,49.0,800.0,50.0
2025-04-01 20:05:00,19.5,95.0,71.0,800.0,50.0
2025-04-01 20:10:00,20.3,94.0,52.0,800.0,50.0
2025-04-01 20:15:00,18.6,93.3,29.6,800.0,50.0
2025-04-01 20:20:00,18.8,93.2,68.9,800.0,50.0
2025-04-01 20:25:00,19.2,95.0,50.9,800.0,50.0
2025-04-01 20:30:00,19.0,94.2,61.6,800.0,50.0
2025-04-01 20:35:00,19.3,93.9,64.8,800.0,50.0
2025-04-01 20:40:00,19.4,95.0,46.3,800.0,50.0
2025-04-01 20:45:00,18.7,95.0,44.5,800.0,50.0
2025-04-01 20:50:00,18.6,95.0,71.2,800.0,50.0
2025-04-01 20:55:00,18.5,95.0,54.2,800.0,50.0
2025-04-01 21:00:00,18.4,95.0,0.0,800.0,50.0
2025-04-01 21:05:00,19.6,95.0,0.0,800.0,50.0
2025-04-01 21:10:00,18.3,95.0,0.0,800.0,50.0
2025-04-01 21:15:00,18.4,95.0,0.0,800.0,50.0
2025-04-01 21:20:00,18.7,95.0,0.0,800.0,50.0
2025-04-01 21:25:00,18.1,95.0,0.0,800.0,50.0
2025-04-01 21:30:00,17.7,95.0,0.0,800.0,50.0
2025-04-01 21:35:00,18.7,95.0,0.0,800.0,50.0
2025-04-01 21:40:00,18.0,95.0,0.0,800.0,50.0
2025-04-01 21:45:00,18.6,95.0,0.0,800.0,50.0
2025-04-01 21:50:00,16.9,95.0,0.0,800.0,50.0
2025-04-01 21:55:00,18.7,95.0,0.0,800.0,50.0
2025-04-01 22:00:00,18.7,95.0,0.0,800.0,50.0
2025-04-01 22:05:00,17.5,95.0,0.0,800.0,50.0
2025-04-01 22:10:00,18.3,95.0,0.0,800.0,50.0
2025-04-01 22:15:00,18.5,95.0,0.0,800.0,50.0
2025-04-01 22:20:00,18.3,95.0,0.0,800.0,50.0
2025-04-01 22:25:00,18.3,95.0,0.0,800.0,50.0
2025-04-01 22:30:00,18.5,95.0,0.0,800.0,50.0
2025-04-01 22:35:00,17.8,95.0,0.0,800.0,50.0
2025-04-01 22:40:00,17.9,95.0,0.0,800.0,50.0
2025-04-01 22:45:00,17.8,95.0,0.0,800.0,50.0
2025-04-01 22:50:00,18.2,95.0,0.0,800.0,50.0
2025-04-01 22:55:00,18.0,95.0,0.0,800.0,50.0
2025-04-01 23:00:00,18.4,95.0,0.0,800.0,50.0
2025-04-01 23:05:00,18.1,95.0,0.0,800.0,50.0
2025-04-01 23:10:00,18.4,95.0,0.0,800.0,50.0
2025-04-01 23:15:00,18.7,95.0,0.0,800.0,50.0
2025-04-01 23:20:00,18.2,95.0,0.0,800.0,50.0
2025-04-01 23:25:00,18.3,95.0,0.0,800.0,50.0
2025-04-01 23:30:00,18.6,95.0,0.0,800.0,50.0
2025-04-01 23:35:00,18.2,95.0,0.0,800.0,50.0
2025-04-01 23:40:00,18.1,95.0,0.0,800.0,50.0
2025-04-01 23:45:00,18.0,95.0,0.0,800.0,50.0
2025-04-01 23:50:00,17.4,95.0,0.0,800.0,50.0
2025-04-01 23:55:00,18.0,95.0,0.0,800.0,50.0
2025-04-02 00:00:00,18.4,95.0,0.0,800.0,50.0
2025-04-02 00:05:00,18.2,95.0,0.0,800.0,50.0
2025-04-02 00:10:00,18.6,95.0,0.0,800.0,50.0
2025-04-02 00:15:00,17.7,95.0,0.0,800.0,50.0
2025-04-02 00:20:00,17.9,95.0,0.0,800.0,50.0
2025-04-02 00:25:00,18.7,95.0,0.0,800.0,50.0
2025-04-02 00:30:00,18.9,95.0,0.0,800.0,50.0
2025-04-02 00:35:00,18.4,95.0,0.0,800.0,50.0
2025-04-02 00:40:00,18.5,95.0,0.0,800.0,50.0
2025-04-02 00:45:00,18.1,95.0,0.0,800.0,50.0
2025-04-02 00:50:00,19.0,95.0,0.0,800.0,50.0
2025-04-02 00:55:00,18.4,95.0,0.0,800.0,50.0
2025-04-02 01:00:00,18.8,95.0,0.0,800.0,50.0
2025-04-02 01:05:00,19.2,95.0,0.0,800.0,50.0
2025-04-02 01:10:00,19.1,95.0,0.0,800.0,50.0
2025-04-02 01:15:00,19.1,95.0,0.0,800.0,50.0
2025-04-02 01:20:00,19.3,95.0,0.0,800.0,50.0
2025-04-02 01:25:00,19.3,95.0,0.0,800.0,50.0
2025-04-02 01:30:00,18.8,95.0,0.0,800.0,50.0
2025-04-02 01:35:00,19.7,95.0,0.0,800.0,50.0
2025-04-02 01:40:00,18.9,95.0,0.0,800.0,50.0
2025-04-02 01:45:00,19.5,93.5,0.0,800.0,50.0
2025-04-02 01:50:00,18.9,94.1,0.0,800.0,50.0
2025-04-02 01:55:00,19.2,94.4,0.0,800.0,50.0
2025-04-02 02:00:00,18.9,95.0,0.0,800.0,50.0
2025-04-02 02:05:00,19.4,95.0,0.0,800.0,50.0
2025-04-02 02:10:00,19.6,93.5,0.0,800.0,50.0
2025-04-02 02:15:00,19.7,91.8,0.0,800.0,50.0
2025-04-02 02:20:00,20.9,91.9,0.0,800.0,50.0
2025-04-02 02:25:00,20.4,90.3,0.0,800.0,50.0
2025-04-02 02:30:00,20.2,93.1,0.0,800.0,50.0
2025-04-02 02:35:00,20.1,90.7,0.0,800.0,50.0
2025-04-02 02:40:00,20.1,90.7,0.0,800.0,50.0
2025-04-02 02:45:00,21.3,91.1,0.0,800.0,50.0
2025-04-02 02:50:00,20.6,94.3,0.0,800.0,50.0
2025-04-02 02:55:00,20.2,90.5,0.0,800.0,50.0
2025-04-02 03:00:00,20.5,89.8,0.0,800.0,50.0
2025-04-02 03:05:00,20.6,88.2,0.0,800.0,50.0
2025-04-02 03:10:00,20.9,87.1,0.0,800.0,50.0
2025-04-02 03:15:00,21.3,90.1,0.0,800.0,50.0
2025-04-02 03:20:00,20.8,87.6,0.0,800.0,50.0
2025-04-02 03:25:00,21.2,86.5,0.0,800.0,50.0
2025-04-02 03:30:00,21.9,88.4,0.0,800.0,50.0
2025-04-02 03:35:00,21.4,88.6,0.0,800.0,50.0
2025-04-02 03:40:00,21.2,89.0,0.0,800.0,50.0
2025-04-02 03:45:00,21.5,88.3,0.0,800.0,50.0
2025-04-02 03:50:00,21.5,88.6,0.0,800.0,50.0
2025-04-02 03:55:00,21.9,90.0,0.0,800.0,50.0
2025-04-02 04:00:00,21.7,85.6,0.0,800.0,50.0
2025-04-02 04:05:00,21.5,83.7,0.0,800.0,50.0
2025-04-02 04:10:00,22.3,86.6,0.0,800.0,50.0
2025-04-02 04:15:00,23.3,83.7,0.0,800.0,50.0
2025-04-02 04:20:00,21.9,85.0,0.0,800.0,50.0
2025-04-02 04:25:00,21.9,84.2,0.0,800.0,50.0
2025-04-02 04:30:00,22.2,83.0,0.0,800.0,50.0
2025-04-02 04:35:00,23.0,82.0,0.0,800.0,50.0
2025-04-02 04:40:00,23.0,83.5,0.0,800.0,50.0
2025-04-02 04:45:00,22.0,79.5,0.0,800.0,50.0
2025-04-02 04:50:00,22.3,84.9,0.0,800.0,50.0
2025-04-02 04:55:00,22.9,84.0,0.0,800.0,50.0
2025-04-02 05:00:00,22.4,78.9,0.0,800.0,50.0
2025-04-02 05:05:00,23.5,79.9,0.0,800.0,50.0
2025-04-02 05:10:00,23.5,76.6,0.0,800.0,50.0
2025-04-02 05:15:00,24.0,80.2,0.0,800.0,50.0
2025-04-02 05:20:00,23.7,76.9,0.0,800.0,50.0
2025-04-02 05:25:00,23.8,77.2,0.0,800.0,50.0
2025-04-02 05:30:00,23.1,77.3,0.0,800.0,50.0
2025-04-02 05:35:00,23.8,79.1,0.0,800.0,50.0
2025-04-02 05:40:00,23.1,77.0,0.0,800.0,50.0
2025-04-02 05:45:00,23.6,76.7,0.0,800.0,50.0
2025-04-02 05:50:00,24.3,75.5,0.0,800.0,50.0
2025-04-02 05:55:00,24.6,72.8,0.0,800.0,50.0
2025-04-02 06:00:00,24.8,73.4,50.6,800.0,50.0
2025-04-02 06:05:00,24.4,70.9,162.1,800.0,50.0
2025-04-02 06:10:00,24.0,74.5,152.8,800.0,50.0
2025-04-02 06:15:00,24.9,77.3,190.9,800.0,50.0
2025-04-02 06:20:00,25.0,76.8,175.5,800.0,50.0
2025-04-02 06:25:00,25.1,75.5,50.4,800.0,50.0
2025-04-02 06:30:00,25.0,74.3,196.7,800.0,50.0
2025-04-02 06:35:00,24.3,78.4,208.8,800.0,50.0
2025-04-02 06:40:00,24.4,82.6,228.6,800.0,50.0
2025-04-02 06:45:00,24.9,78.0,204.7,800.0,50.0
2025-04-02 06:50:00,25.5,75.6,226.3,800.0,50.0
2025-04-02 06:55:00,25.6,78.7,245.6,800.0,50.0
2025-04-02 07:00:00,25.6,90.9,250.3,800.0,50.0
2025-04-02 07:05:00,26.1,89.1,274.4,800.0,50.0
2025-04-02 07:10:00,25.4,90.0,270.7,800.0,50.0
2025-04-02 07:15:00,25.6,86.5,280.9,800.0,50.0
2025-04-02 07:20:00,26.1,89.3,282.2,800.0,50.0
2025-04-02 07:25:00,26.4,88.5,277.6,800.0,50.0
2025-04-02 07:30:00,26.4,87.1,304.1,800.0,50.0
2025-04-02 07:35:00,26.3,85.1,317.1,800.0,50.0
2025-04-02 07:40:00,25.8,81.7,312.7,800.0,50.0
2025-04-02 07:45:00,25.5,83.3,318.6,800.0,50.0
2025-04-02 07:50:00,26.5,82.6,339.1,800.0,50.0
2025-04-02 07:55:00,27.5,85.4,355.7,800.0,50.0
2025-04-02 08:00:00,26.5,82.7,351.1,800.0,50.0
2025-04-02 08:05:00,26.1,84.2,420.0,800.0,50.0
2025-04-02 08:10:00,27.2,82.5,406.3,800.0,50.0
2025-04-02 08:15:00,27.2,80.8,191.7,800.0,50.0
2025-04-02 08:20:00,26.9,79.3,405.4,800.0,50.0
2025-04-02 08:25:00,27.0,80.9,421.1,800.0,50.0
2025-04-02 08:30:00,27.9,75.0,433.3,800.0,50.0
2025-04-02 08:35:00,27.0,77.0,452.1,800.0,50.0
2025-04-02 08:40:00,27.9,73.7,469.0,800.0,50.0
2025-04-02 08:45:00,27.6,78.2,477.7,800.0,50.0
2025-04-02 08:50:00,28.1,73.7,509.1,800.0,50.0
2025-04-02 08:55:00,28.4,73.0,509.3,800.0,50.0
2025-04-02 09:00:00,27.8,66.2,511.4,800.0,50.0
2025-04-02 09:05:00,28.8,63.3,517.3,800.0,50.0
2025-04-02 09:10:00,28.5,63.4,543.7,800.0,50.0
2025-04-02 09:15:00,28.4,64.4,199.5,800.0,50.0
2025-04-02 09:20:00,28.7,60.0,80.2,800.0,50.0
2025-04-02 09:25:00,29.6,55.2,580.6,800.0,50.0
2025-04-02 09:30:00,29.0,62.7,594.9,800.0,50.0
2025-04-02 09:35:00,28.9,53.9,572.0,800.0,50.0
2025-04-02 09:40:00,29.5,59.3,596.0,800.0,50.0
2025-04-02 09:45:00,29.1,54.2,621.3,800.0,50.0
2025-04-02 09:50:00,29.6,51.7,642.8,800.0,50.0
2025-04-02 09:55:00,30.4,51.9,628.8,800.0,50.0
2025-04-02 10:00:00,30.4,61.5,660.1,800.0,50.0
2025-04-02 10:05:00,29.5,58.6,679.2,800.0,50.0
2025-04-02 10:10:00,29.8,58.7,700.3,800.0,50.0
2025-04-02 10:15:00,29.5,59.3,322.5,800.0,50.0
2025-04-02 10:20:00,30.1,61.9,736.6,800.0,50.0
2025-04-02 10:25:00,30.3,60.6,301.8,800.0,50.0
2025-04-02 10:30:00,30.5,62.1,147.9,800.0,50.0
2025-04-02 10:35:00,29.7,56.4,739.3,800.0,50.0
2025-04-02 10:40:00,31.2,57.8,740.9,800.0,50.0
2025-04-02 10:45:00,30.7,60.2,748.6,800.0,50.0
2025-04-02 10:50:00,30.7,61.2,756.3,800.0,50.0
2025-04-02 10:55:00,30.2,61.1,753.8,800.0,50.0
2025-04-02 11:00:00,30.5,60.3,775.0,800.0,50.0
2025-04-02 11:05:00,30.9,62.8,244.1,800.0,50.0
